GO_Term	IcSeco
http://purl.obolibrary.org/obo/GO_0002529	0.898551983823744
http://purl.obolibrary.org/obo/GO_0051572	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0051588	0.6131190535313353
http://purl.obolibrary.org/obo/GO_0002533	1.0
http://purl.obolibrary.org/obo/GO_0002534	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0051589	0.6956559514712322
http://purl.obolibrary.org/obo/GO_0051586	1.0
http://purl.obolibrary.org/obo/GO_0002535	1.0
http://purl.obolibrary.org/obo/GO_0051587	1.0
http://purl.obolibrary.org/obo/GO_0002536	1.0
http://purl.obolibrary.org/obo/GO_0002530	1.0
http://purl.obolibrary.org/obo/GO_0002531	1.0
http://purl.obolibrary.org/obo/GO_0002532	0.7785736415539896
http://purl.obolibrary.org/obo/GO_0051580	0.6828988779180607
http://purl.obolibrary.org/obo/GO_0051581	0.7499333263961652
http://purl.obolibrary.org/obo/GO_0051584	0.8719868563072033
http://purl.obolibrary.org/obo/GO_0002537	1.0
http://purl.obolibrary.org/obo/GO_0075530	1.0
http://purl.obolibrary.org/obo/GO_0051585	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002538	0.898551983823744
http://purl.obolibrary.org/obo/GO_0051582	0.8079802844608048
http://purl.obolibrary.org/obo/GO_0002539	1.0
http://purl.obolibrary.org/obo/GO_0051583	1.0
http://purl.obolibrary.org/obo/GO_1905900	1.0
http://purl.obolibrary.org/obo/GO_1905901	1.0
http://purl.obolibrary.org/obo/GO_1905902	0.898551983823744
http://purl.obolibrary.org/obo/GO_1905903	1.0
http://purl.obolibrary.org/obo/GO_1905904	1.0
http://purl.obolibrary.org/obo/GO_1905905	1.0
http://purl.obolibrary.org/obo/GO_1905906	0.898551983823744
http://purl.obolibrary.org/obo/GO_1905907	1.0
http://purl.obolibrary.org/obo/GO_1905908	1.0
http://purl.obolibrary.org/obo/GO_1905909	0.898551983823744
http://purl.obolibrary.org/obo/GO_0051500	1.0
http://purl.obolibrary.org/obo/GO_0051501	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0051504	1.0
http://purl.obolibrary.org/obo/GO_0051505	1.0
http://purl.obolibrary.org/obo/GO_0051502	1.0
http://purl.obolibrary.org/obo/GO_0051503	0.7188628193067239
http://purl.obolibrary.org/obo/GO_0051508	1.0
http://purl.obolibrary.org/obo/GO_0051509	1.0
http://purl.obolibrary.org/obo/GO_0051506	1.0
http://purl.obolibrary.org/obo/GO_0051507	1.0
http://purl.obolibrary.org/obo/GO_1905910	1.0
http://purl.obolibrary.org/obo/GO_1905911	1.0
http://purl.obolibrary.org/obo/GO_1905912	0.898551983823744
http://purl.obolibrary.org/obo/GO_1905913	1.0
http://purl.obolibrary.org/obo/GO_1905914	1.0
http://purl.obolibrary.org/obo/GO_1905915	0.8345454119773457
http://purl.obolibrary.org/obo/GO_1905916	0.9359934281536016
http://purl.obolibrary.org/obo/GO_1905917	0.9359934281536016
http://purl.obolibrary.org/obo/GO_1905918	0.898551983823744
http://purl.obolibrary.org/obo/GO_1905919	1.0
http://purl.obolibrary.org/obo/GO_0036093	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0036094	0.5149947573073596
http://purl.obolibrary.org/obo/GO_0036095	1.0
http://purl.obolibrary.org/obo/GO_0036096	1.0
http://purl.obolibrary.org/obo/GO_0036097	1.0
http://purl.obolibrary.org/obo/GO_0036098	1.0
http://purl.obolibrary.org/obo/GO_0036099	1.0
http://purl.obolibrary.org/obo/GO_0036090	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0036091	0.8719868563072033
http://purl.obolibrary.org/obo/GO_0036092	1.0
http://purl.obolibrary.org/obo/GO_0036082	1.0
http://purl.obolibrary.org/obo/GO_0036083	1.0
http://purl.obolibrary.org/obo/GO_0036084	1.0
http://purl.obolibrary.org/obo/GO_0036085	1.0
http://purl.obolibrary.org/obo/GO_0036086	1.0
http://purl.obolibrary.org/obo/GO_0036087	1.0
http://purl.obolibrary.org/obo/GO_0036088	1.0
http://purl.obolibrary.org/obo/GO_0036089	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002742	1.0
http://purl.obolibrary.org/obo/GO_0002743	1.0
http://purl.obolibrary.org/obo/GO_0002744	1.0
http://purl.obolibrary.org/obo/GO_0002745	0.8513813425724212
http://purl.obolibrary.org/obo/GO_0002740	1.0
http://purl.obolibrary.org/obo/GO_0002741	1.0
http://purl.obolibrary.org/obo/GO_0061040	1.0
http://purl.obolibrary.org/obo/GO_0085008	1.0
http://purl.obolibrary.org/obo/GO_1905890	0.898551983823744
http://purl.obolibrary.org/obo/GO_0061041	0.6640981505660823
http://purl.obolibrary.org/obo/GO_0085009	1.0
http://purl.obolibrary.org/obo/GO_1905891	0.898551983823744
http://purl.obolibrary.org/obo/GO_0061042	1.0
http://purl.obolibrary.org/obo/GO_0085006	1.0
http://purl.obolibrary.org/obo/GO_1905892	1.0
http://purl.obolibrary.org/obo/GO_0061043	0.898551983823744
http://purl.obolibrary.org/obo/GO_0085007	1.0
http://purl.obolibrary.org/obo/GO_1905893	1.0
http://purl.obolibrary.org/obo/GO_0061044	1.0
http://purl.obolibrary.org/obo/GO_0085004	1.0
http://purl.obolibrary.org/obo/GO_0061045	0.7439737126144065
http://purl.obolibrary.org/obo/GO_1905894	0.898551983823744
http://purl.obolibrary.org/obo/GO_0085005	1.0
http://purl.obolibrary.org/obo/GO_1905884	1.0
http://purl.obolibrary.org/obo/GO_0061046	0.8345454119773457
http://purl.obolibrary.org/obo/GO_0085002	1.0
http://purl.obolibrary.org/obo/GO_1905885	1.0
http://purl.obolibrary.org/obo/GO_0061047	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0085003	1.0
http://purl.obolibrary.org/obo/GO_1905886	1.0
http://purl.obolibrary.org/obo/GO_0061048	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0085000	1.0
http://purl.obolibrary.org/obo/GO_1905887	1.0
http://purl.obolibrary.org/obo/GO_0085001	1.0
http://purl.obolibrary.org/obo/GO_0061049	0.9359934281536016
http://purl.obolibrary.org/obo/GO_1905888	1.0
http://purl.obolibrary.org/obo/GO_1905889	1.0
http://purl.obolibrary.org/obo/GO_0002746	0.898551983823744
http://purl.obolibrary.org/obo/GO_0002747	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002748	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002749	1.0
http://purl.obolibrary.org/obo/GO_0002753	0.8203108354829798
http://purl.obolibrary.org/obo/GO_0002754	1.0
http://purl.obolibrary.org/obo/GO_0002755	0.898551983823744
http://purl.obolibrary.org/obo/GO_0002756	0.8513813425724212
http://purl.obolibrary.org/obo/GO_0002750	1.0
http://purl.obolibrary.org/obo/GO_0002751	0.9359934281536016
http://purl.obolibrary.org/obo/GO_0002752	1.0
http://purl.obolibrary.org/obo/GO_0061030	1.0
http://purl.obolibrary.org/obo/GO_0061031	1.0
http://purl.obolibrary.org/obo/GO_0061032	1.0
http://purl.obolibrary.org/obo/GO_0061033	1.0
http://purl.obolibrary.org/obo/GO_0061034	1.0
http://purl.obolibrary.org/obo/GO_0061035	0.7563042636365814
